Unnamed: 0,번호,참고문헌양식
,65.0,"R  Sathyaraj,L  Ramanathan,K  Lavanya,V  Balasubramanian,J  Saira Banu. ""Chicken swarm foraging algorithm for big data classification using the deep belief network classifier"" Data Technologies and Applications : 332-352.
"
,66.0,"Richards  Nina,Eichert  Stefan,Ladstätter  Sabine,Cheung  Christina,Richards  Michael P ,Salesse  Kévin. ""When big data initiatives meet: Data sharing between THANADOS and IsoArcH for early medieval cemeteries in Austria"" Data in Brief
"
,67.0,"Manghi  Paolo,Atzori  Claudio,De Bonis  Michele,Bardi  Alessia. ""Entity deduplication in big data graphs for scholarly communication"" Data Technologies and Applications : 409-435.
"
,68.0,"Kumar  Akshay,Kumar  T V  Vijay. ""Big data and analytics: issues, challenges, and opportunities"" International journal of data science : 118-138.
"
,69.0,"Zhang  Jixian. ""BIG DATA and fusion"" International journal of image and data fusion : 1-2.
"
,70.0,"Ramírez‐Gallego  Sergio,García  Salvador,Mouriño‐Talín  Héctor,Martínez‐Rego  David,Bolón‐Canedo  Verónica,Alonso‐Betanzos  Amparo,Benítez  José Manuel,Herrera  Francisco. ""Data discretization: taxonomy and big data challenge"" WIREs Data Mining and Knowledge Discovery : 5-21.
"
,71.0,"Stepanov  Yuri A ,Stepanov  Alexander V . ""Big Data technologies to process spatial and attribute data when designing and operating mine-engineering systems"" International journal of image and data fusion : 217-231.
"
,72.0,"Velichety  Srikar. ""Quality Assessment of Peer-Produced Content in Knowledge Repositories Using Big Data and Social Networks: The Case of Implicit Collaboration in Wikipedia"" Data Base for Advances in Information Systems : 28-51.
"
,73.0,"Salloum  S ,Dautov  R ,Chen  X ,Peng  P  X ,Huang  J  Z . ""Big data analytics on Apache Spark"" INTERNATIONAL JOURNAL OF DATA SCIENCE AND ANALYTICS : 145-164.
"
,74.0,"Kim  J ,Kwok  J ,Sumiya  K ,Zhang  B  T . ""Special issue: First International Conference on Big Data and Smart Computing (BigComp2014)"" Data & Knowledge Engineering : 15-16.
"
,75.0,"Mário Rodrigues,Maribel Yasmina Santos,Jorge Bernardino. ""Big data processing tools: An experimental performance evaluation"" WIREs Data Mining and Knowledge Discovery : n/a-n/a.
"
,76.0,"Heiss  Andreas. ""Big Data Challenges in Big Science"" COMPUTING AND SOFTWARE FOR BIG SCIENCE
"
,77.0,"Ahmad  Khurshid,JianMing  Zheng,Rafi  Muhammad. ""An analysis of academic librarians competencies and skills for implementation of Big Data analytics in libraries"" Data Technologies and Applications : 201-216.
"
,78.0,"Chen  Mu-Chen,Hsiao  Yu-Hsiang,Chang  Kuo-Chien,Lin  Ming-Ke. ""Applying big data analytics to support Kansei engineering for hotel service development"" Data Technologies and Applications : 33-57.
"
,79.0,"Djafri  Laouni. ""Dynamic Distributed and Parallel Machine Learning algorithms for big data mining processing"" Data Technologies and Applications : 558-601.
"
,80.0,"Fernández  Alberto,del Río  Sara,López  Victoria,Bawakid  Abdullah,del Jesus  María J ,Benítez  José M ,Herrera  Francisco. ""Big data with cloud computing: an insight on the computing environment, mapreduce, and programming frameworks"" WIREs Data Mining and Knowledge Discovery : 380-409.
"
,81.0,"Xindong  W ,Xingquan  Z ,Gong-Qing  W ,Wei  D . ""Data Mining with Big Data"" IEEE transactions on knowledge and data engineering : 97-107.
"
,82.0,"Bhattacharya  Namrata,Nelson  Colleen C ,Ahuja  Gaurav,Sengupta  Debarka. ""Big data analytics in single‐cell transcriptomics: Five grand opportunities"" WIREs Data Mining and Knowledge Discovery : n/a-n.
"
,83.0,"Strang  K  D ,Sun  Z . ""Big Data Paradigm: What is the Status of Privacy and Security?"" ANNALS OF DATA SCIENCE : 1-17.
"
,84.0,"Kaur  D ,Aujla  G  S ,Kumar  N ,Zomaya  A  Y ,Perera  C ,Ranjan  R . ""Tensor-Based Big Data Management Scheme for Dimensionality Reduction Problem in Smart Grid Systems: SDN Perspective"" IEEE transactions on knowledge and data engineering : 1985-1998.
"
,85.0,"Hao  Z ,Gang  C ,Beng  C  O ,Kian-Lee  T ,Meihui  Z . ""In-Memory Big Data Management and Processing: A Survey"" IEEE transactions on knowledge and data engineering : 1920-1948.
"
,86.0,"Chung  Yeounoh,Kraska  Tim,Polyzotis  Neoklis,Tae  Ki Hyun,Whang  Steven Euijong. ""Automated Data Slicing for Model Validation: A Big Data - AI Integration Approach"" IEEE transactions on knowledge and data engineering : 2284-2296.
"
,87.0," ""Analytics Partners Allina Health teams up with Health Catalyst to garner the benefits of big data"" Health Data Management : 28-31.
"
,88.0," ""Michael Buck talks about living his dream of being a bioinformaticist, and the emerging alternatives to big data warehouses"" Health Data Management : 48-48.
"
,89.0,"Xu  Z ,Shi  Y . ""Exploring Big Data Analysis: Fundamental Scientific Problems"" ANNALS OF DATA SCIENCE : 363-372.
"
,90.0,"Zhai  Liang,Zhang  Na,Hou  Wei,Feng  Zhixian,Qiao  Qinghua,Luo  Minghai. ""From big data to big analysis: a perspective of geographical conditions monitoring"" International journal of image and data fusion : 194-208.
"
,91.0,"Shuliang Wang,Hanning Yuan. ""Spatial Data Mining: A Perspective of Big Data"" International journal of data warehousing and mining : 50-70.
"
,92.0,"Chongwatpol  Jongsawas. ""Managing big data in coal-fired power plants: a business intelligence framework"" Industrial Management & Data Systems : 1779-1799.
"
,93.0," ""Practical Big Data"" Health Data Management : 18-23.
"
,94.0,"Kurban  H ,Jenne  M ,Dalkilic  M  M . ""Using data to build a better EM: EM* for big data"" INTERNATIONAL JOURNAL OF DATA SCIENCE AND ANALYTICS : 83-97.
"
,95.0,"Kamran Soomro,Muhammad Nasir Mumtaz Bhutta,Zaheer Khan,Muhammad A  Tahir. ""Smart city big data analytics: An advanced review"" WIREs Data Mining and Knowledge Discovery : n/a-n/a.
"
,96.0,"Anuradha  D ,Bhuvaneswari  S . ""A Detailed Review on the Prominent Compression Methods Used for Reducing the Data Volume of Big Data"" ANNALS OF DATA SCIENCE : 47-62.
"
,97.0,"Fernández  A ,Río  S ,Bawakid  A ,Herrera  F . ""Fuzzy rule based classification systems for big data with MapReduce: granularity analysis"" ADVANCES IN DATA ANALYSIS AND CLASSIFICATION : 711-730.
"
,98.0,"Tosi  D . ""Cell phone big data to compute mobility scenarios for future smart cities"" INTERNATIONAL JOURNAL OF DATA SCIENCE AND ANALYTICS : 265-284.
"
,99.0,"Cuzzocrea  A ,Sellis  T . ""Semantics-Aware Approaches to Big Data Engineering"" Journal on Data Semantics : 55-56.
"
,100.0,"Oatley  Giles C . ""Themes in data mining, big data, and crime analytics"" WIREs Data Mining and Knowledge Discovery : n/a-n.
"
,101.0,"Shi  Y ,Shan  Z ,Li  J ,Fang  Y . ""How China Deals with Big Data"" ANNALS OF DATA SCIENCE : 433-440.
"
,,
,2.0,"Zhang  D ,He  T ,Lin  S ,Munir  S ,Stankovic  J  A . ""Taxi-Passenger-Demand Modeling Based on Big Data from a Roving Sensor Network"" IEEE Transactions on Big Data : 362-374.
"
,3.0,"Phinyomark  A ,Ibanez-Marcelo  E ,Petri  G . ""Resting-State fMRI Functional Connectivity: Big Data Preprocessing Pipelines and Topological Data Analysis"" IEEE Transactions on Big Data : 415-428.
"
,4.0," ""2017 Index IEEE Transactions on Big Data Vol. 3"" IEEE Transactions on Big Data : 1-7.
"
,5.0,"Yaji  Sharath,Neelima  B . ""Parallel computing for preserving privacy using k-anonymisation algorithms from big data"" International journal of big data intelligence : 191-200.
"
,6.0,"Cong  Y ,Liu  J ,Fan  B ,Zeng  P ,Yu  H ,Luo  J . ""Online Similarity Learning for Big Data with Overfitting"" IEEE Transactions on Big Data : 78-89.
"
,7.0,"Liu  Maoqing,Fard  Nasser,Sadeghzadeh  Keivan. ""Large-scale spectral clustering for managing big data in healthcare operations"" International journal of big data intelligence : 195-207.
"
,8.0,"Ke  Zuqiang,Park  Nohpill. ""Availability modelling and assurance for a big data computing"" International journal of big data intelligence : 113-128.
"
,9.0,"Wlodarczyk  Tomasz Wiktor,Hacker  Thomas J . ""Current trends in predictive analytics of big data"" International journal of big data intelligence : 172-180.
"
,10.0,"Sadasivam  G  Sudha,Subrahmanyam  Mutyala,Himachalam  Dasaraju,Pinnamaneni  Bhanu Prasad,Lakshme  S  Maha. ""Corporate governance fraud detection from annual reports using big data analytics"" International journal of big data intelligence : 51-60.
"
,11.0,"Alguliyev  Rasim M ,Aliguliyev  Ramiz M ,Abdullayeva  Fargana Jabbar. ""Hybridisation of classifiers for anomaly detection in big data"" International journal of big data intelligence : 11-19.
"
,12.0,"Tuarob  S ,Bhatia  S ,Mitra  P ,Giles  C  L . ""AlgorithmSeer: A System for Extracting and Searching for Algorithms in Scholarly Big Data"" IEEE Transactions on Big Data : 3-17.
"
,13.0,"Zhu  J  Y ,Sun  C ,Li  V  O . ""An Extended Spatio-Temporal Granger Causality Model for Air Quality Estimation with Heterogeneous Urban Big Data"" IEEE Transactions on Big Data : 307-319.
"
,14.0,"Zhu  Julie Yixuan,Tang  Bo,Li  Victor O K . ""A five-layer architecture for big data processing and analytics"" International journal of big data intelligence : 38-49.
"
,15.0,"Xing  E  P ,Ho  Q ,Dai  W ,Kim  J  K ,Wei  J ,Lee  S ,Zheng  X ,Xie  P ,Kumar  A ,Yu  Y . ""Petuum: A New Platform for Distributed Machine Learning on Big Data"" IEEE Transactions on Big Data : 49-67.
"
,16.0,"Larraondo  Pablo R ,Pringle  Sean,Guo  Jian,Antony  Joseph,Evans  Ben. ""GSio: A programmatic interface for delivering Big Earth data-as-a-service"" Big earth data : 173-190.
"
,17.0,"Nativi  Stefano,Mazzetti  Paolo,Craglia  Max. ""A view-based model of data-cube to support big earth data systems interoperability"" Big earth data : 75-99.
"
,18.0,"Guo  Huadong. ""Big Earth data: A new frontier in Earth and information sciences"" Big earth data : 4-20.
"
,19.0,"Merritt  Patrick,Bi  Haixia,Davis  Bradley,Windmill  Christopher,Xue  Yong. ""Big Earth Data: a comprehensive analysis of visualization analytics issues"" Big earth data : 321-350.
"
,20.0,"Yang  Chaowei,Yu  Manzhu,Li  Yun,Hu  Fei,Jiang  Yongyao,Liu  Qian,Sha  Dexuan,Xu  Mengchao,Gu  Juan. ""Big Earth data analytics: a survey"" Big earth data : 83-107.
"
,21.0,"Jia  Gensuo. ""The role of big Earth data in understanding climate change"" Big earth data : 91-93.
"
,22.0,"Lai  Chenggang,Shi  Xuan,Huang  Miaoqing. ""Efficient utilization of multi-core processors and many-core co-processors on supercomputer beacon for scalable geocomputation and geo-simulation over big earth data"" Big earth data : 65-85.
"
,23.0,"Gibb  Robert G ,Purss  Matthew B J ,Sabeur  Zoheir,Strobl  Peter,Qu  Tengteng. ""Global Reference Grids for Big Earth Data"" Big earth data : 251-255.
"
,24.0,"Zhu  Yunqiang. ""Geospatial semantics, ontology and knowledge graphs for Big Earth data"" Big earth data : 187-190.
"
,25.0,"Mohamed-Ghouse  Zaffar Sadiq,Desha  Cheryl,Rajabifard  Abbas,Blicavs  Michelle,Martin  Graeme. ""Evaluating the role of partnerships in increasing the use of big Earth data to support the Sustainable Development Goals: an Australian perspective"" Big earth data : 527-556.
"
,26.0,"Narock  Tom,Shepherd  Adam. ""Semantics all the way down: the Semantic Web and open science in big earth data"" Big earth data : 159-172.
"
,27.0,"Corbane  Christina,Pesaresi  Martino,Politis  Panagiotis,Syrris  Vasileios,Florczyk  Aneta J ,Soille  Pierre,Maffenini  Luca,Burger  Armin,Vasilev  Veselin,Rodriguez  Dario,Sabo  Filip,Dijkstra  Lewis,Kemper  Thomas. ""Big earth data analytics on Sentinel-1 and Landsat imagery in support to global human settlements mapping"" Big earth data : 118-144.
"
,28.0,"Yao  Xiaochuang,Li  Guoqing. ""Big spatial vector data management: a review"" Big earth data : 108-129.
"
,29.0,"Esch  T ,Üreyen  S ,Zeidler  J ,Metz–Marconcini  A ,Hirner  A ,Asamer  H ,Tum  M ,Böttcher  M ,Kuchar  S ,Svaton  V ,Marconcini  M . ""Exploiting big earth data from space – first experiences with the timescan processing chain"" Big earth data : 36-55.
"
,30.0,"Chen  Fang,Sun  Zhongchang. ""Big earth data for achieving the sustainable development goals in the belt and road region"" Big earth data : 1-2.
"
,31.0,"Amani  Meisam,Brisco  Brian,Afshar  Majid,Mirmazloumi  S  Mohammad,Mahdavi  Sahel,Mirzadeh  Sayyed Mohammad Javad,Huang  Weimin,Granger  Jean. ""A generalized supervised classification scheme to produce provincial wetland inventory maps: an application of Google Earth Engine for big geo data processing"" Big earth data : 378-394.
"
,32.0,"Lock  Oliver,Bednarz  Tomasz,Pettit  Christopher. ""The visual analytics of big, open public transport data – a framework and pipeline for monitoring system performance in Greater Sydney"" Big earth data : 134-159.
"
,33.0,"Tang  Xinyu,Yao  Xiaochuang,Liu  Diyou,Zhao  Long,Li  Li,Zhu  Dehai,Li  Guoqing. ""A Ceph-based storage strategy for big gridded remote sensing data"" Big earth data : 323-339.
"
,34.0,"Guo  Huadong. ""Big Earth data facilitates sustainable development goals"" Big earth data : 1-2.
"
,35.0,"Li  Songnian,Wachowicz  Monica,Fan  Hongchao. ""Analytics of big geosocial media and crowdsourced data"" Big earth data : 1-4.
"
,36.0,"Wang  Lizhe,Yan  Jining. ""Stewardship and analysis of big Earth observation data"" Big earth data : 349-352.
"
,37.0,"Guo  Huadong,Liang  Dong,Chen  Fang,Shirazi  Zeeshan. ""Innovative approaches to the Sustainable Development Goals using Big Earth Data"" Big earth data : 263-276.
"
,38.0,"Guo  Xinyu,Chen  Xu. ""Impact of WeChat public platforms on blood donation behavior: a big data-based study"" Industrial Management & Data Systems : 983-1001.
"
,39.0,"Mahani  A  S ,Sharabiani  M  T . ""SIMD parallel MCMC sampling with applications for big-data Bayesian analytics"" Computational statistics & data analysis : 75-99.
"
,40.0,"Han  Zhongmei,Wu  Jiyi,Huang  Changqin,Huang  Qionghao,Zhao  Meihua. ""A review on sentiment discovery and analysis of educational big‐data"" WIREs Data Mining and Knowledge Discovery : n/a-n.
"
,41.0,"Lakshmi  J V N . ""Data analysis on big data: improving the map and shuffle phases in Hadoop Map Reduce"" International Journal of Data Analysis Techniques and Strategies : 305-316.
"
,42.0,"Mohd Selamat  Siti Aishah,Prakoonwit  Simant,Sahandi  Reza,Khan  Wajid,Ramachandran  Manoharan. ""Big data analytics—A review of data‐mining models for small and medium enterprises in the transportation sector"" WIREs Data Mining and Knowledge Discovery : n/a-n.
"
,43.0,"Mohd Selamat  Siti Aishah,Prakoonwit  Simant,Sahandi  Reza,Khan  Wajid,Ramachandran  Manoharan. ""Big data analytics—a review of data‐mining models for small and medium enterprises in the transportation sector"" WIREs Data Mining and Knowledge Discovery : NA.
"
,44.0," ""Big, Bigger, Biggest: Data repositories balloon to unprecedented levels. Coping with ``Big Data.''"" Health Data Management : 34.
"
,45.0,"Isaac Triguero,Diego García‐Gil,Jesús Maillo,Julián Luengo,Salvador García,Francisco Herrera. ""Transforming big data into smart data: An insight on the use of the k‐nearest neighbors algorithm to obtain quality data"" WIREs Data Mining and Knowledge Discovery : n/a-n/a.
"
,46.0,"Cuzzocrea  A . ""Semantics Meets Big Data: Formal Models, Practical Issues, Novel Paradigms"" Journal on Data Semantics : 1-2.
"
,47.0,"Hassani  H ,Silva  E  S . ""Forecasting with Big Data: A Review"" ANNALS OF DATA SCIENCE : 5-19.
"
,48.0,"Guo  Yue,Yu  Lean,Ding  Yichuan,C  Coelho  Leandro. ""Guest editorial: Big data-driven analytics for smart cities: technology-based insight"" Industrial Management & Data Systems : 2145-2150.
"
,49.0,"Liu  Yang,Fang  Wei,Feng  Taiwen,Gao  Na. ""Bolstering green supply chain integration via big data analytics capability: the moderating role of data-driven decision culture"" Industrial Management & Data Systems : 2558-2582.
"
,50.0,"Chen  Lanjue,Zhou  Yong. ""Quantile regression in big data: A divide and conquer based strategy"" Computational statistics & data analysis
"
,51.0,"Rashmi Malhotra,D  K  Malhotra. ""The Impact of Technology, Big Data, and Analytics: The Evolving Data-Driven Model of Innovation in the Finance Industry"" The Journal of financial data science : 50-65.
"
,52.0,"Comuzzi  Marco,Patel  Anit. ""How organisations leverage Big Data: a maturity model"" Industrial Management & Data Systems : 1468-1492.
"
,53.0,"Jimichi  Masayuki,Miyamoto  Daisuke,Saka  Chika,Nagata  Shuichi. ""Visualization and statistical modeling of financial big data: double-log modeling with skew-symmetric error distributions"" Japanese Journal of Statistics and Data Science : 347-371.
"
,54.0," ""Big Data Improves Care"" Health Data Management : 56-56.
"
,55.0," ""Big Data doesn't always yield big benefits"" Health Data Management : 60-60.
"
,56.0,"Faheem  Muhammad,Fizza  Ghulam,Ashraf  Muhammad Waqar,Butt  Rizwan Aslam,Ngadi  Md  Asri,Gungor  Vehbi Cagri. ""Big Data acquired by Internet of Things-enabled industrial multichannel wireless sensors networks for active monitoring and control in the smart grid Industry 4.0"" Data in Brief
"
